Higher taxonomic group,Order,Family,Genus,Species,Sexual_system,Karyotype,Genotypic,Environmental
Mammalia,Marsupialia,Didelphidae,Monodelphis,brevicaudata,gonochorous,XY,male heterogametic,
Mammalia,Marsupialia,Didelphidae,Philander,opossum,gonochorous,XY,male heterogametic,
Mammalia,Marsupialia,Macropodidae,Macropus,rufus,gonochorous,XY,male heterogametic,
Mammalia,Marsupialia,Macropodidae,Wallabia ,eugenii,gonochorous,XY,male heterogametic,
Mammalia,Marsupialia,Perameloidea,Perameles,nasuta,gonochorous,XY,male heterogametic,
Mammalia,Marsupialia,Phalangeridae,Trichosurus ,vulpecula,gonochorous,XY,male heterogametic,
Mammalia,Monotremata,Ornithorhynchidae,Ornithorhynchus,anatinus,gonochorous,complex XY,male heterogametic,
Mammalia,Monotremata,Tachyglossidae,Tachyglossus,aculeatus,gonochorous,complex XY,male heterogametic,
Mammalia,Perissodactyla,Equidae,Eqqus,asinus,gonochorous,XY,male heterogametic,
Mammalia,Perissodactyla,Equidae,Eqqus,caballus,gonochorous,XY,male heterogametic,
Mammalia,Perissodactyla,Equidae,Eqqus,grevyi,gonochorous,XY,male heterogametic,
Mammalia,Perissodactyla,Equidae,Eqqus,prewalskii,gonochorous,XY,male heterogametic,
Mammalia,Perissodactyla,Equidae,Eqqus,zebra,gonochorous,XY,male heterogametic,
Mammalia,Perissodactyla,Equidae,Eqqus ,prewalskii,gonochorous,XY,male heterogametic,
Mammalia,Perissodactyla,Equidae,Equus,hemionus onager,gonochorous,XY,male heterogametic,
Mammalia,Perissodactyla,Rhinocerotidae,Ceratotherium,simum,gonochorous,XY,male heterogametic,
Mammalia,Perissodactyla,Rhinocerotidae,Rhinoceros,unicornis,gonochorous,XY,male heterogametic,
Mammalia,Perissodactyla,Tapiridae,Tapirus ,terrestris,gonochorous,XY,male heterogametic,
Mammalia,Pilosa,Megalonychidae,Choloepus,hoffmanni,gonochorous,complex XY,male heterogametic,
Mammalia,Carnivora,Otariidae,Eumetopias,jubata,gonochorous,XY,male heterogametic,
Mammalia,Carnivora,Otariidae,Zalophus,californianus,gonochorous,XY,male heterogametic,
Mammalia,Carnivora,Otariidae,Callorhinus ,ursinus,gonochorous,XY,male heterogametic,
Mammalia,Carnivora,Phocidae,Cystophora,cristata,gonochorous,XY,male heterogametic,
Mammalia,Carnivora,Phocidae,Erignathus,barbatus,gonochorous,XY,male heterogametic,
Mammalia,Carnivora,Phocidae,Halichoerus,grypus,gonochorous,XY,male heterogametic,
Mammalia,Carnivora,Phocidae,Pagophilus,groenlandicus,gonochorous,XY,male heterogametic,
Mammalia,Carnivora,Phocidae,Phoca,vitulina,gonochorous,XY,male heterogametic,
Mammalia,Carnivora,Phocidae,Pusa,hispida,gonochorous,XY,male heterogametic,
Mammalia,Proboscidea,Elephantidae,Elephas,maximus,gonochorous,XY,male heterogametic,
Mammalia,Proboscidea,Elephantidae,Loxodonta,africana,gonochorous,XY,male heterogametic,
Mammalia,Primates,Aotidae,Aotus,azarae,gonochorous,complex XY,male heterogametic,
Mammalia,Primates,Aotidae,Aotus,boliviensis,gonochorous,complex XY,male heterogametic,
Mammalia,Primates,Aotidae,Aotus,inflatus,gonochorous,complex XY,male heterogametic,
Mammalia,Primates,Aotidae,Aotus,sp.,gonochorous,complex XY,male heterogametic,
Mammalia,Primates,Aotidae,Aotus,trivirgatus,gonochorous,XY,male heterogametic,
Mammalia,Primates,Atelidae,Alouatta,belzebul,gonochorous,complex XY,male heterogametic,
Mammalia,Primates,Atelidae,Alouatta,fusca,gonochorous,complex XY,male heterogametic,
Mammalia,Primates,Atelidae,Alouatta,palliata,gonochorous,complex XY,male heterogametic,
Mammalia,Primates,Callithricidae,Tamarinus ,mystax,gonochorous,XY,male heterogametic,
Mammalia,Primates,Callithricidae,Tamarinus ,nigricollis,gonochorous,XY,male heterogametic,
Mammalia,Primates,Callitrichidae,Callimico,goeldii,gonochorous,complex XY,male heterogametic,
Mammalia,Primates,Callitrichidae,Callithrix,argentata,gonochorous,XY,male heterogametic,
Mammalia,Primates,Callitrichidae,Callithrix,humeralifer,gonochorous,XY,male heterogametic,
Mammalia,Primates,Callitrichidae,Callithrix,jacchus,gonochorous,XY,male heterogametic,
Mammalia,Primates,Callitrichidae,Callithrix,pygmaea,gonochorous,XY,male heterogametic,
Mammalia,Primates,Callitrichidae,Leontopithecus,rosalia,gonochorous,XY,male heterogametic,
Mammalia,Primates,Callitrichidae,Saguinus,fusicollis,gonochorous,XY,male heterogametic,
Mammalia,Primates,Callitrichidae,Saguinus,oedipus,gonochorous,XY,male heterogametic,
Mammalia,Primates,Cebidae,Ateles,geoffroyi,gonochorous,XY,male heterogametic,
Mammalia,Primates,Cebidae,Cebus ,albifrons,gonochorous,XY,male heterogametic,
Mammalia,Primates,Cebidae,Lagothrix ,ubericolor,gonochorous,XY,male heterogametic,
Mammalia,Primates,Cebidae,Saimiri,sciureus,gonochorous,XY,male heterogametic,
Mammalia,Primates,Cercopithecidae,Allenopithecus ,nigroviridis,gonochorous,XY,male heterogametic,
Mammalia,Primates,Cercopithecidae,Cercopithecus ,ascanius,gonochorous,XY,male heterogametic,
Mammalia,Primates,Cercopithecoidae,Cercocebus,torquatus,gonochorous,XY,male heterogametic,
Mammalia,Primates,Cercopithecoidae,Cercopithecus,aethiops,gonochorous,XY,male heterogametic,
Mammalia,Primates,Cercopithecoidae,Cercopithecus,talapoin,gonochorous,XY,male heterogametic,
Mammalia,Primates,Cercopithecoidae,Cercopithecus ,cephus,gonochorous,XY,male heterogametic,
Mammalia,Primates,Cercopithecoidae,Erythrocebus,patas,gonochorous,XY,male heterogametic,
Mammalia,Primates,Cercopithecoidae,Maccaca,fascicularis,gonochorous,XY,male heterogametic,
Mammalia,Primates,Cercopithecoidae,Maccaca,mulatta,gonochorous,XY,male heterogametic,
Mammalia,Primates,Cercopithecoidae,Nasalis,larvatus,gonochorous,XY,male heterogametic,
Mammalia,Primates,Cercopithecoidae,Papio,papio,gonochorous,XY,male heterogametic,
Mammalia,Primates,Cercopithecoidae,Presbytis,entellus,gonochorous,XY,male heterogametic,
Mammalia,Primates,Cercopithecoidae,Presbytis,obscurus,gonochorous,XY,male heterogametic,
Mammalia,Primates,Colobidae,Prebytis ,cristatus,gonochorous,XY,male heterogametic,
Mammalia,Primates,Colobidae,Pygathrix ,nemaeus,gonochorous,XY,male heterogametic,
Mammalia,Primates,Galagonidae,Galago,alleni,gonochorous,XY,male heterogametic,
Mammalia,Primates,Galagonidae,Galago,demidovii,gonochorous,XY,male heterogametic,
Mammalia,Primates,Galagonidae,Galago ,crassicaudatus monteiri,gonochorous,XY,male heterogametic,
Mammalia,Primates,Hominidae,Gorilla,gorilla,gonochorous,XY,male heterogametic,
Mammalia,Primates,Hominidae,Homo,sapiens,gonochorous,XY,male heterogametic,
Mammalia,Primates,Hominidae,Pan,paniscus,gonochorous,XY,male heterogametic,
Mammalia,Primates,Hominidae,Pan,troglodytes,gonochorous,XY,male heterogametic,
Mammalia,Primates,Hominidae,Pongo,pygmaeus,gonochorous,XY,male heterogametic,
Mammalia,Primates,Hylobatidae,Hylobates,concolor,gonochorous,XY,male heterogametic,
Mammalia,Primates,Lemuridae,Lemur,catta,gonochorous,XY,male heterogametic,
Mammalia,Primates,Lemuridae,Lemur,fulvus fulvus,gonochorous,XY,male heterogametic,
Mammalia,Primates,Lemuridae,Lemur,macaco,gonochorous,XY,male heterogametic,
Mammalia,Primates,Lemuridae,Lemur ,variegatus subcinctus,gonochorous,XY,male heterogametic,
Mammalia,Primates,Pitheciidae,Cacajao,calvus,gonochorous,complex XY,male heterogametic,
Mammalia,Primates,Pongidae,Symphalangus ,brachytanites,gonochorous,XY,male heterogametic,
Mammalia,Rodentia,Arvicolae,Clethrionomys,glareolus,gonochorous,XY,male heterogametic,
Mammalia,Rodentia,Arvicolae,Clethrionomys,rufocanus,gonochorous,XY,male heterogametic,
Mammalia,Rodentia,Arvicolidae,Arvicola,terrestris,gonochorous,XY,male heterogametic,
Mammalia,Rodentia,Arvicolidae,Microtus, longicaudus,gonochorous,XY,male heterogametic,
Mammalia,Rodentia,Arvicolidae,Microtus,agrestis,gonochorous,XY,male heterogametic,
Mammalia,Rodentia,Arvicolidae,Microtus,arvalis,gonochorous,XY,male heterogametic,
Mammalia,Rodentia,Arvicolidae,Microtus,oeconomus,gonochorous,XY,male heterogametic,
Mammalia,Rodentia,Arvicolidae,Pitymys,mariae,gonochorous,XY,male heterogametic,
Mammalia,Rodentia,Arvicolidae,Pitymys,thomasi,gonochorous,XY,male heterogametic,
Mammalia,Rodentia,Capromyidae,Capromys ,pilorodes,gonochorous,XY,male heterogametic,
Mammalia,Rodentia,Castoroidea,Castor,canadiensis,gonochorous,XY,male heterogametic,
Mammalia,Rodentia,Caviidae,Cavia ,porcellus,gonochorous,XY,male heterogametic,
Mammalia,Rodentia,Caviidae,Dolichotis,patagonum,gonochorous,XY,male heterogametic,
Mammalia,Rodentia,Chinchillidae,Chinchilla,laniger,gonochorous,XY,male heterogametic,
Mammalia,Rodentia,Chinchillidae,Lagostomus,maximus,gonochorous,XY,male heterogametic,
Mammalia,Rodentia,Cricetidae,Akodon,aerosus,gonochorous,XY,male heterogametic,
Mammalia,Rodentia,Cricetidae,Akodon,sp.-1,gonochorous,complex XY,male heterogametic,
Mammalia,Rodentia,Cricetidae,Akodon,sp.-2,gonochorous,complex XY,male heterogametic,
Mammalia,Rodentia,Cricetidae,Akodon,urichi venezeulensis,gonochorous,XY,male heterogametic,
Mammalia,Rodentia,Cricetidae,Akodon,xanthorhinus,gonochorous,XY,male heterogametic,
Mammalia,Rodentia,Cricetidae,Akodon ,orophilus,gonochorous,XY,male heterogametic,
Mammalia,Rodentia,Cricetidae,Anotomys,leander,gonochorous,XY,male heterogametic,
Mammalia,Rodentia,Cricetidae,Aschizomys,imaizumi,gonochorous,XY,male heterogametic,
Mammalia,Rodentia,Cricetidae,Aschizomys,niigatae,gonochorous,XY,male heterogametic,
Mammalia,Rodentia,Cricetidae,Baiomys ,taylori subater,gonochorous,XY,male heterogametic,
Mammalia,Rodentia,Cricetidae,Calomyscus ,bailwardi,gonochorous,XY,male heterogametic,
Mammalia,Rodentia,Cricetidae,Clethrionomys ,gapperi,gonochorous,XY,male heterogametic,
Mammalia,Rodentia,Cricetidae,Cricetulus ,barabensis,gonochorous,XY,male heterogametic,
Mammalia,Rodentia,Cricetidae,Cricetulus ,cricetus,gonochorous,XY,male heterogametic,
Mammalia,Rodentia,Cricetidae,Cricetulus ,griseus,gonochorous,XY,male heterogametic,
Mammalia,Rodentia,Cricetidae,Deltamys,kempi,gonochorous,complex XY,male heterogametic,
Mammalia,Rodentia,Cricetidae,Deltamys,sp,gonochorous,XY,male heterogametic,
Mammalia,Rodentia,Cricetidae,Dicrostonyx,torquatus,gonochorous,complex XY,male heterogametic,
Mammalia,Rodentia,Cricetidae,Ellobius,fuscocapillus,gonochorous,XY,male heterogametic,
Mammalia,Rodentia,Cricetidae,Ellobius,lutescens,gonochorous,XO,male heterogametic,
Mammalia,Rodentia,Cricetidae,Ellobius,tancrei,gonochorous,complex XY,male heterogametic,
Mammalia,Rodentia,Cricetidae,Eothenomys ,kageus,gonochorous,XY,male heterogametic,
Mammalia,Rodentia,Cricetidae,Eothenomys ,smithi,gonochorous,XY,male heterogametic,
Mammalia,Rodentia,Cricetidae,Lagurus,curtatus,gonochorous,XY,male heterogametic,
Mammalia,Rodentia,Cricetidae,Lagurus,lagurus,gonochorous,XY,male heterogametic,
Mammalia,Rodentia,Cricetidae,Meriones ,hurrianae,gonochorous,XY,male heterogametic,
Mammalia,Rodentia,Cricetidae,Mesocritus,auratus,gonochorous,XY,male heterogametic,
Mammalia,Rodentia,Cricetidae,Mesocritus,brandti,gonochorous,XY,male heterogametic,
Mammalia,Rodentia,Cricetidae,Microtus,mandarinus mandarinus,gonochorous,complex XY,male heterogametic,
Mammalia,Rodentia,Cricetidae,Microtus,oregoni,gonochorous,complex XY,male heterogametic,
Mammalia,Rodentia,Cricetidae,Microtus,pennsylvanicus pennsylvanicus,gonochorous,XY,male heterogametic,
Mammalia,Rodentia,Cricetidae,Microtus,townsendii,gonochorous,XY,male heterogametic,
Mammalia,Rodentia,Cricetidae,Microtus ,canicaudus,gonochorous,XY,male heterogametic,
Mammalia,Rodentia,Cricetidae,Microtus ,hyperboreus,gonochorous,XY,male heterogametic,
Mammalia,Rodentia,Cricetidae,Microtus ,montanus,gonochorous,XY,male heterogametic,
Mammalia,Rodentia,Cricetidae,Microtus ,montebelli,gonochorous,XY,male heterogametic,
Mammalia,Rodentia,Cricetidae,Microtus ,ochrogaster,gonochorous,XY,male heterogametic,
Mammalia,Rodentia,Cricetidae,Myopus,schisticolor,gonochorous,complex XY,male heterogametic,
Mammalia,Rodentia,Cricetidae,Neotoma,albigula,gonochorous,XY,male heterogametic,
Mammalia,Rodentia,Cricetidae,Neotoma,cinerea,gonochorous,XY,male heterogametic,
Mammalia,Rodentia,Cricetidae,Neotoma,floridana,gonochorous,XY,male heterogametic,
Mammalia,Rodentia,Cricetidae,Neotoma,mexicana,gonochorous,XY,male heterogametic,
Mammalia,Rodentia,Cricetidae,Neotoma,stephensi,gonochorous,XY,male heterogametic,
Mammalia,Rodentia,Cricetidae,Neotomadon ,alstoni,gonochorous,XY,male heterogametic,
Mammalia,Rodentia,Cricetidae,Ochrotomys ,nuttalli,gonochorous,XY,male heterogametic,
Mammalia,Rodentia,Cricetidae,Ondatra ,zibethica,gonochorous,XY,male heterogametic,
Mammalia,Rodentia,Cricetidae,Onychomys,leucogaster,gonochorous,XY,male heterogametic,
Mammalia,Rodentia,Cricetidae,Onychomys ,torridus,gonochorous,XY,male heterogametic,
Mammalia,Rodentia,Cricetidae,Oryzomys,palustris,gonochorous,XY,male heterogametic,
Mammalia,Rodentia,Cricetidae,Ototylomys ,phyllotis,gonochorous,XY,male heterogametic,
Mammalia,Rodentia,Cricetidae,Peromyscus ,boylii,gonochorous,XY,male heterogametic,
Mammalia,Rodentia,Cricetidae,Peromyscus ,californicus,gonochorous,XY,male heterogametic,
Mammalia,Rodentia,Cricetidae,Peromyscus ,eremicus,gonochorous,XY,male heterogametic,
Mammalia,Rodentia,Cricetidae,Peromyscus ,floridanus,gonochorous,XY,male heterogametic,
Mammalia,Rodentia,Cricetidae,Peromyscus ,gossypinus,gonochorous,XY,male heterogametic,
Mammalia,Rodentia,Cricetidae,Peromyscus ,malanophyrys,gonochorous,XY,male heterogametic,
Mammalia,Rodentia,Cricetidae,Peromyscus ,maniculatus,gonochorous,XY,male heterogametic,
Mammalia,Rodentia,Cricetidae,Peromyscus ,ochraventer,gonochorous,XY,male heterogametic,
Mammalia,Rodentia,Cricetidae,Peromyscus ,polionotus,gonochorous,XY,male heterogametic,
Mammalia,Rodentia,Cricetidae,Peromyscus ,truei,gonochorous,XY,male heterogametic,
Mammalia,Rodentia,Cricetidae,Phenacomys,longicaudus,gonochorous,XY,male heterogametic,
Mammalia,Rodentia,Cricetidae,Phenacomys ,intermedius,gonochorous,XY,male heterogametic,
Mammalia,Rodentia,Cricetidae,Phodopus,sungorus,gonochorous,XY,male heterogametic,
Mammalia,Rodentia,Cricetidae,Reithrodontomys,fulvescens,gonochorous,XY,male heterogametic,
Mammalia,Rodentia,Cricetidae,Reithrodontomys,megalotis,gonochorous,XY,male heterogametic,
Mammalia,Rodentia,Cricetidae,Salinomys,delicatus,gonochorous,complex XY,male heterogametic,
Mammalia,Rodentia,Cricetidae,Sigmodon,arizonae,gonochorous,XY,male heterogametic,
Mammalia,Rodentia,Cricetidae,Sigmodon,hispidus,gonochorous,XY,male heterogametic,
Mammalia,Rodentia,Cricetidae,Sigmodon,minimus,gonochorous,XY,male heterogametic,
Mammalia,Rodentia,Cricetidae,Tscherskia ,triton,gonochorous,XY,male heterogametic,
Mammalia,Rodentia,Cricetidae,Tylomys,nudicaudus,gonochorous,XY,male heterogametic,
Mammalia,Rodentia,Cricetidae,Tylomys,panamensis,gonochorous,XY,male heterogametic,
Mammalia,Rodentia,Dasyproctidae,Dasyprocta,agouti,gonochorous,XY,male heterogametic,
Mammalia,Rodentia,Dasyproctidae,Myoprocta,acouchi,gonochorous,XY,male heterogametic,
Mammalia,Rodentia,Echimyidae,Proechimys ,semispinosus,gonochorous,XY,male heterogametic,
Mammalia,Rodentia,Erethizontidae,Erethizon,dorsatum,gonochorous,XY,male heterogametic,
Mammalia,Rodentia,Gerbillidae,Gerbillus,cheesmani,gonochorous,XY,male heterogametic,
Mammalia,Rodentia,Gerbillidae,Meriones,libycus,gonochorous,XY,male heterogametic,
Mammalia,Rodentia,Gerbillidae,Meriones,shawi,gonochorous,XY,male heterogametic,
Mammalia,Rodentia,Gerbillidae,Meriones,unguiculatus,gonochorous,XY,male heterogametic,
Mammalia,Rodentia,Gerbillidae,Psammomys,obesus,gonochorous,XY,male heterogametic,
Mammalia,Rodentia,Gliridae,Eliomys,quercinus,gonochorous,XY,male heterogametic,
Mammalia,Rodentia,Heteromyidae,Dipodomys,agilis,gonochorous,XY,male heterogametic,
Mammalia,Rodentia,Heteromyidae,Dipodomys,deserti,gonochorous,XY,male heterogametic,
Mammalia,Rodentia,Heteromyidae,Dipodomys,elator,gonochorous,XY,male heterogametic,
Mammalia,Rodentia,Heteromyidae,Dipodomys,elephantinus,gonochorous,XY,male heterogametic,
Mammalia,Rodentia,Heteromyidae,Dipodomys,graviceps,gonochorous,XY,male heterogametic,
Mammalia,Rodentia,Heteromyidae,Dipodomys,heermanni,gonochorous,XY,male heterogametic,
Mammalia,Rodentia,Heteromyidae,Dipodomys,ingens,gonochorous,XY,male heterogametic,
Mammalia,Rodentia,Heteromyidae,Dipodomys,merriami,gonochorous,XY,male heterogametic,
Mammalia,Rodentia,Heteromyidae,Dipodomys,microps,gonochorous,XY,male heterogametic,
Mammalia,Rodentia,Heteromyidae,Dipodomys,nelsoni,gonochorous,XY,male heterogametic,
Mammalia,Rodentia,Heteromyidae,Dipodomys,nitratoides,gonochorous,XY,male heterogametic,
Mammalia,Rodentia,Heteromyidae,Dipodomys,ordii largus,gonochorous,XY,male heterogametic,
Mammalia,Rodentia,Heteromyidae,Dipodomys,ornatus,gonochorous,XY,male heterogametic,
Mammalia,Rodentia,Heteromyidae,Dipodomys,panamintinus,gonochorous,XY,male heterogametic,
Mammalia,Rodentia,Heteromyidae,Dipodomys,spectabilis,gonochorous,XY,male heterogametic,
Mammalia,Rodentia,Heteromyidae,Dipodomys,stephensi,gonochorous,XY,male heterogametic,
Mammalia,Rodentia,Heteromyidae,Dipodomys,venustus,gonochorous,XY,male heterogametic,
Mammalia,Rodentia,Heteromyidae,Dipodomys ,agilis,gonochorous,XY,male heterogametic,
Mammalia,Rodentia,Heteromyidae,Liomys,salvini,gonochorous,XY,male heterogametic,
Mammalia,Rodentia,Heteromyidae,Liomys ,pictus,gonochorous,XY,male heterogametic,
Mammalia,Rodentia,Heteromyidae,Perognathus,intermedius,gonochorous,XY,male heterogametic,
Mammalia,Rodentia,Heteromyidae,Perognathus,penicillatus,gonochorous,XY,male heterogametic,
Mammalia,Rodentia,Heteromyidae,Perognathus ,goldmani,gonochorous,XY,male heterogametic,
Mammalia,Rodentia,Heteromyidae,Perognathus ,spinatus,gonochorous,XY,male heterogametic,
Mammalia,Rodentia,Hydrochaeridae,Hydrochoeris,hydrochaeris,gonochorous,XY,male heterogametic,
Mammalia,Rodentia,Muridae,Acomys ,cahirinus-1,gonochorous,XY,male heterogametic,
Mammalia,Rodentia,Muridae,Acomys ,cahirinus-2,gonochorous,XY,male heterogametic,
Mammalia,Rodentia,Muridae,Apodemus,flavicolis,gonochorous,XY,male heterogametic,
Mammalia,Rodentia,Muridae,Apodemus,sylvaticus,gonochorous,XY,male heterogametic,
Mammalia,Rodentia,Muridae,Apodemus ,agrarius,gonochorous,XY,male heterogametic,
Mammalia,Rodentia,Muridae,Apodemus ,flavicolis,gonochorous,XY,male heterogametic,
Mammalia,Rodentia,Muridae,Apodemus ,speciosus,gonochorous,XY,male heterogametic,
Mammalia,Rodentia,Muridae,Bandicota,bengalensis,gonochorous,XY,male heterogametic,
Mammalia,Rodentia,Muridae,Bandicota,indica,gonochorous,XY,male heterogametic,
Mammalia,Rodentia,Muridae,Mus,minutoides-1,gonochorous,complex XY,male heterogametic,
Mammalia,Rodentia,Muridae,Mus,minutoides-2,gonochorous,complex XY,male heterogametic,
Mammalia,Rodentia,Muridae,Mus,musculoides,gonochorous,complex XY,male heterogametic,
Mammalia,Rodentia,Muridae,Mus,musculus,gonochorous,XY,male heterogametic,
Mammalia,Rodentia,Muridae,Mus ,cervicolor,gonochorous,XY,male heterogametic,
Mammalia,Rodentia,Muridae,Mus ,poschiavinus,gonochorous,XY,male heterogametic,
Mammalia,Rodentia,Muridae,Nesokia ,indica,gonochorous,XY,male heterogametic,
Mammalia,Rodentia,Muridae,Rattus,natalensis,gonochorous,XY,male heterogametic,
Mammalia,Rodentia,Muridae,Rattus,norvegicus,gonochorous,XY,male heterogametic,
Mammalia,Rodentia,Muridae,Rattus,rattus,gonochorous,XY,male heterogametic,
Mammalia,Rodentia,Muridae,Rattus ,agentiventer,gonochorous,XY,male heterogametic,
Mammalia,Rodentia,Muridae,Rattus ,exulans,gonochorous,XY,male heterogametic,
Mammalia,Rodentia,Muridae,Rattus ,mindanensis,gonochorous,XY,male heterogametic,
Mammalia,Rodentia,Muridae,Rattus ,nitidus,gonochorous,XY,male heterogametic,
Mammalia,Rodentia,Muridae,Taterillus,arenarius,gonochorous,complex XY,male heterogametic,
Mammalia,Rodentia,Muridae,Taterillus,petteri,gonochorous,complex XY,male heterogametic,
Mammalia,Rodentia,Muridae,Taterillus,pygargus,gonochorous,complex XY,male heterogametic,
Mammalia,Rodentia,Muridae,Taterillus,sp.1,gonochorous,complex XY,male heterogametic,
Mammalia,Rodentia,Muridae,Taterillus,sp.2,gonochorous,complex XY,male heterogametic,
Mammalia,Rodentia,Muridae,Taterillus,tranieri,gonochorous,complex XY,male heterogametic,
Mammalia,Rodentia,Muridae,Tokudaia,osimensis osimensis,gonochorous,XO,male heterogametic,
Mammalia,Rodentia,Muridae,Tokudaia,osimensis spp,gonochorous,XO,male heterogametic,
Mammalia,Rodentia,Muridae,Vandeleuria,oleracea,gonochorous,XY,male heterogametic,
Mammalia,Rodentia,Muridae,Vandeleuria,oleracea,gonochorous,complex XY,male heterogametic,
Mammalia,Rodentia,Myocastoridae,Myocastor,coypus,gonochorous,XY,male heterogametic,
Mammalia,Rodentia,Nesomyidae,Mystromys,albicaudatus,gonochorous,XY,male heterogametic,
Mammalia,Rodentia,Ochotonidae,Ochotona,princeps,gonochorous,XY,male heterogametic,
Mammalia,Rodentia,Sciuridae,Ammospermophilus,harrisii,gonochorous,XY,male heterogametic,
Mammalia,Rodentia,Sciuridae,Citellus,citellus,gonochorous,XY,male heterogametic,
Mammalia,Rodentia,Sciuridae,Eutamias,minimus,gonochorous,XY,male heterogametic,
Mammalia,Rodentia,Sciuridae,Eutamias,sibiricus,gonochorous,XY,male heterogametic,
Mammalia,Rodentia,Sciuridae,Eutamias ,amoenus,gonochorous,XY,male heterogametic,
Mammalia,Rodentia,Sciuridae,Eutamias ,ruficaudus,gonochorous,XY,male heterogametic,
Mammalia,Rodentia,Sciuridae,Funambulus,pennati,gonochorous,XY,male heterogametic,
Mammalia,Rodentia,Sciuridae,Funambulus ,palmarum,gonochorous,XY,male heterogametic,
Mammalia,Rodentia,Sciuridae,Funambulus ,tristriatus,gonochorous,XY,male heterogametic,
Mammalia,Rodentia,Sciuridae,Glaucomys,volans,gonochorous,XY,male heterogametic,
Mammalia,Rodentia,Sciuridae,Hylopetes ,alboniger alboniger,gonochorous,XY,male heterogametic,
Mammalia,Rodentia,Sciuridae,Marmota,marmota,gonochorous,XY,male heterogametic,
Mammalia,Rodentia,Sciuridae,Marmota,monax,gonochorous,XY,male heterogametic,
Mammalia,Rodentia,Sciuridae,Menetes,berdmorei,gonochorous,XY,male heterogametic,
Mammalia,Rodentia,Sciuridae,Sciurus,niger rufiventer,gonochorous,XY,male heterogametic,
Mammalia,Rodentia,Sciuridae,Sciurus ,vulgaris,gonochorous,XY,male heterogametic,
Mammalia,Rodentia,Sciuridae,Spermophilus,beldingi,gonochorous,XY,male heterogametic,
Mammalia,Rodentia,Sciuridae,Spermophilus,richardsonii,gonochorous,XY,male heterogametic,
Mammalia,Rodentia,Sciuridae,Tamiasciurus,hudsonicus streatori,gonochorous,XY,male heterogametic,
Mammalia,Rodentia,Spalacidae,Spalax,ehrenbergi,gonochorous,XY,male heterogametic,
Mammalia,Scandentia,Tupaiidae,Tupaia,chinenesis,gonochorous,XY,male heterogametic,
Mammalia,Scandentia,Tupaiidae,Tupaia,glis,gonochorous,XY,male heterogametic,
Mammalia,Scandentia,Tupaiidae,Tupaia,montana,gonochorous,XY,male heterogametic,
Mammalia,Soricomorpha,Soricidae,Sorex,araneus Race A,gonochorous,complex XY,male heterogametic,
Mammalia,Soricomorpha,Soricidae,Sorex,gemelleus,gonochorous,complex XY,male heterogametic,
Mammalia,Tubulidentata,Oryceteropidae,Orycteropus,afer,gonochorous,XY,male heterogametic,
Mammalia,Xenarthra,Bradypodae,Choloepus,hoffmanni,gonochorous,XY,male heterogametic,
Mammalia,Xenarthra,Dasypodidae,Cabassous,centralis,gonochorous,XY,male heterogametic,
Mammalia,Xenarthra,Dasypodidae,Chaetophractus,villosus,gonochorous,XY,male heterogametic,
Mammalia,Xenarthra,Dasypodidae,Dasypus,novemcinctus,gonochorous,XY,male heterogametic,
Mammalia,Xenarthra,Dasypodidae,Euphractus,sexcinctus,gonochorous,XY,male heterogametic,
Mammalia,Xenarthra,Myrmecophagidae,Tamandua,tetradactyla,gonochorous,XY,male heterogametic,
Reptilia,Chelonia,Bataguridae,Mauremys,annamensis,gonochorous,,,TSD Ia
Reptilia,Chelonia,Bataguridae,Mauremys,japonica,gonochorous,,,TSD Ia
Reptilia,Chelonia,Bataguridae,Mauremys,mutica,gonochorous,,,TSD Ia
Reptilia,Chelonia,Bataguridae,Mauremys,nigricans,gonochorous,,,TSD Ia
Reptilia,Chelonia,Bataguridae,Mauremys,reevesii,gonochorous,,,TSD Ia
Reptilia,Chelonia,Bataguridae,Melanochelys,trijuga,gonochorous,,,TSD II
Reptilia,Chelonia,Bataguridae,Pangshura,smithii,gonochorous,ZW,female heterogametic,
Reptilia,Chelonia,Bataguridae,Rhinoclemmys,areolata,gonochorous,,,TSD II
Reptilia,Chelonia,Bataguridae,Rhinoclemmys,pulcherrima,gonochorous,,,TSD Ia
Reptilia,Chelonia,Bataguridae,Siebenrockiella,crassicollis,gonochorous,XY,male heterogametic,
Reptilia,Chelonia,Carettochelyidae,Carettochelys,insculpta,gonochorous,,,TSD Ia
Reptilia,Chelonia,Chelidae,Acanthochelys,radiolata,gonochorous,XY,male heterogametic,
Reptilia,Chelonia,Chelidae,Chelodina,longicollis,gonochorous,XY,male heterogametic,
Reptilia,Chelonia,Chelidae,Elseya,novaeguineae,gonochorous,,GSD,
Reptilia,Chelonia,Chelidae,Elusor,macrurus,gonochorous,,GSD,
Reptilia,Chelonia,Chelidae,Emydura,macquarii,gonochorous,XY,male heterogametic,
Reptilia,Chelonia,Chelidae,Emydura,macquarii spp,gonochorous,homomorphic,,
Reptilia,Chelonia,Chelidae,Emydura,subglobosa,gonochorous,,GSD,
Reptilia,Chelonia,Chelidae,Mesoclemmys,gibba,gonochorous,homomorphic,,
Reptilia,Chelonia,Chelidae,Phrynops,geoffroanus,gonochorous,homomorphic,,
Reptilia,Chelonia,Chelidae,Phrynops,hilarii,gonochorous,,GSD,
