Higher taxonomic group,Order,Family,Genus,Species,Sexual_system,Karyotype,Genotypic,Environmental
Reptilia,Chelonia,Cheloniidae,Caretta,caretta,gonochorous,,,TSD Ia
Reptilia,Chelonia,Cheloniidae,Chelonia,mydas,gonochorous,,,TSD Ia
Reptilia,Chelonia,Cheloniidae,Eretmochelys,imbricata,gonochorous,,,TSD Ia
Reptilia,Chelonia,Cheloniidae,Lepidochelys,kempii,gonochorous,,,TSD Ia
Reptilia,Chelonia,Cheloniidae,Lepidochelys,olivacea,gonochorous,,,TSD Ia
Reptilia,Chelonia,Cheloniidae,Natator,depressus,gonochorous,,,TSD Ia
Reptilia,Chelonia,Chelydridae,Chelydra,serpentina,gonochorous,,,TSD II
Reptilia,Chelonia,Chelydridae,Macrochelys,temminckii,gonochorous,,,TSD II
Reptilia,Chelonia,Dermatemydidae,Dermatemys,mawii,gonochorous,,,TSD Ia
Reptilia,Chelonia,Dermochelyidae,Dermochelys,coriacea,gonochorous,,,TSD Ia
Reptilia,Chelonia,Emydidae,Actinemys,marmorata,gonochorous,,,TSD Ia
Reptilia,Chelonia,Emydidae,Chrysemys,picta,gonochorous,,,TSD Ia
Reptilia,Chelonia,Emydidae,Clemmys,guttata,gonochorous,,,TSD Ia
Reptilia,Chelonia,Emydidae,Deirochelys,reticularia,gonochorous,,,TSD Ia
Reptilia,Chelonia,Emydidae,Emydoidea,blandingii,gonochorous,,,TSD Ia
Reptilia,Chelonia,Emydidae,Emys,orbicularis,gonochorous,,,TSD Ia
Reptilia,Chelonia,Emydidae,Glyptemys,insculpta,gonochorous,homomorphic,,
Reptilia,Chelonia,Emydidae,Graptemys,barbouri,gonochorous,,,TSD Ia
Reptilia,Chelonia,Emydidae,Graptemys,geographica,gonochorous,,,TSD Ia
Reptilia,Chelonia,Emydidae,Graptemys,nigrinoda,gonochorous,,,TSD Ia
Reptilia,Chelonia,Emydidae,Graptemys,ouachitensis,gonochorous,,,TSD Ia
Reptilia,Chelonia,Emydidae,Graptemys,pseudogeographica,gonochorous,,,TSD Ia
Reptilia,Chelonia,Emydidae,Graptemys,pulchra,gonochorous,,,TSD Ia
Reptilia,Chelonia,Emydidae,Graptemys,versa,gonochorous,,,TSD Ia
Reptilia,Chelonia,Emydidae,Heosemys,grandis,gonochorous,,,TSD II
Reptilia,Chelonia,Emydidae,Malaclemys,terrapin,gonochorous,,,TSD Ia
Reptilia,Chelonia,Emydidae,Pseudemys,concinna,gonochorous,,,TSD Ia
Reptilia,Chelonia,Emydidae,Pseudemys,floridana,gonochorous,,,TSD Ia
Reptilia,Chelonia,Emydidae,Pseudemys,nelsoni,gonochorous,,,TSD Ia
Reptilia,Chelonia,Emydidae,Pseudemys,peninsularis,gonochorous,,,TSD Ia
Reptilia,Chelonia,Emydidae,Pseudemys,texana,gonochorous,,,TSD Ia
Reptilia,Chelonia,Emydidae,Terrapene,carolina,gonochorous,,,TSD II
Reptilia,Chelonia,Emydidae,Terrapene,coahuila,gonochorous,,,TSD Ia
Reptilia,Chelonia,Emydidae,Terrapene,ornata,gonochorous,,,TSD Ia
Reptilia,Chelonia,Emydidae,Trachemys,decorata,gonochorous,,,TSD Ia
Reptilia,Chelonia,Emydidae,Trachemys,scripta,gonochorous,,,TSD Ia
Reptilia,Chelonia,Emydidae,Trachemys,venusta,gonochorous,,,TSD Ia
Reptilia,Chelonia,Kinosternidae,Claudius,angustatus,gonochorous,homomorphic,,
Reptilia,Chelonia,Kinosternidae,Kinosternon,acutum,gonochorous,,,TSD
Reptilia,Chelonia,Kinosternidae,Kinosternon,alamosae,gonochorous,,,TSD Ia
Reptilia,Chelonia,Kinosternidae,Kinosternon,arizonense,gonochorous,,,TSD II
Reptilia,Chelonia,Kinosternidae,Kinosternon,baurii,gonochorous,,,TSD II
Reptilia,Chelonia,Kinosternidae,Kinosternon,creaseri,gonochorous,,,TSD II
Reptilia,Chelonia,Kinosternidae,Kinosternon,flavescens,gonochorous,,,TSD Ia
Reptilia,Chelonia,Kinosternidae,Kinosternon,hirtipes,gonochorous,,,TSD Ia
Reptilia,Chelonia,Kinosternidae,Kinosternon,leucostomum,gonochorous,,,TSD II
Reptilia,Chelonia,Kinosternidae,Kinosternon,scorpioides,gonochorous,,,TSD II
Reptilia,Chelonia,Kinosternidae,Kinosternon,scorpioides spp,gonochorous,,,TSD II
Reptilia,Chelonia,Kinosternidae,Kinosternon,sonoriense,gonochorous,,,TSD Ia
Reptilia,Chelonia,Kinosternidae,Kinosternon,subrubrum,gonochorous,,,TSD II
Reptilia,Chelonia,Kinosternidae,Staurotypus,salvinii,gonochorous,XY,male heterogametic,
Reptilia,Chelonia,Kinosternidae,Staurotypus,triporcatus,gonochorous,XY,male heterogametic,
Reptilia,Chelonia,Kinosternidae,Sternotherus,carinatus,gonochorous,,,TSD II
Reptilia,Chelonia,Kinosternidae,Sternotherus,minor,gonochorous,,,TSD II
Reptilia,Chelonia,Kinosternidae,Sternotherus,odoratus,gonochorous,,,TSD II
Reptilia,Chelonia,Pelomedusidae,Pelomedua,subrufa,gonochorous,,,TSD II
Reptilia,Chelonia,Pelomedusidae,Pelusios,castaneus,gonochorous,,,TSD II
Reptilia,Chelonia,Pelomedusidae,Podocnemis,erythrocephala,gonochorous,,,TSD Ia
Reptilia,Chelonia,Pelomedusidae,Podocnemis,expansa,gonochorous,,,TSD Ia
Reptilia,Chelonia,Pelomedusidae,Podocnemis,lewyana,gonochorous,,,TSD Ia
Reptilia,Chelonia,Pelomedusidae,Podocnemis,sextuberculata,gonochorous,,,TSD Ia
Reptilia,Chelonia,Pelomedusidae,Podocnemis,unifilis,gonochorous,,,TSD Ia
Reptilia,Chelonia,Testudinidae,Aldabrachelys,dussumieri,gonochorous,,,TSD Ia
Reptilia,Chelonia,Testudinidae,Eurotestudo,hermanni,gonochorous,,,TSD Ia
Reptilia,Chelonia,Testudinidae,Geochelone,elephantopus,gonochorous,,,TSD Ia
Reptilia,Chelonia,Testudinidae,Gopherus,agassizii,gonochorous,,,TSD Ia
Reptilia,Chelonia,Testudinidae,Gopherus,polyphemus,gonochorous,,,TSD Ia
Reptilia,Chelonia,Testudinidae,Malacocherus,tornieri,gonochorous,,,TSD Ia
Reptilia,Chelonia,Testudinidae,Testudo,graeca,gonochorous,,,TSD Ia
Reptilia,Chelonia,Trionychidae,Apalone,mutica-1,gonochorous,homomorphic,,
Reptilia,Chelonia,Trionychidae,Apalone,mutica-2,gonochorous,homomorphic,,
Reptilia,Chelonia,Trionychidae,Apalone,spinifera,gonochorous,homomorphic,,
Reptilia,Chelonia,Trionychidae,Pelodiscus,sinensis,gonochorous,ZW,female heterogametic,
Reptilia,Crocodylia,Alligatoridae,Alligator,mississippiensis,gonochorous,,,TSD II
Reptilia,Crocodylia,Alligatoridae,Alligator,sinensis,gonochorous,,,TSD Ib
Reptilia,Crocodylia,Alligatoridae,Caiman,crocodilus,gonochorous,,,TSD II
Reptilia,Crocodylia,Alligatoridae,Caiman,latirostris,gonochorous,,,TSD Ib
Reptilia,Crocodylia,Alligatoridae,Paleosuchus,trigonatus,gonochorous,,,TSD Ib
Reptilia,Crocodylia,Crocodylidae,Crocodylus,johnstoni,gonochorous,,,TSD II
Reptilia,Crocodylia,Crocodylidae,Crocodylus,moreletii,gonochorous,,,TSD II
Reptilia,Crocodylia,Crocodylidae,Crocodylus,niloticus,gonochorous,,,TSD II
Reptilia,Crocodylia,Crocodylidae,Crocodylus,palustris,gonochorous,,,TSD II
Reptilia,Crocodylia,Crocodylidae,Crocodylus,porosus,gonochorous,,,TSD II
Reptilia,Crocodylia,Crocodylidae,Crocodylus,siamensis,gonochorous,,,TSD II
Reptilia,Crocodylia,Gavialidae,Gavialis,gangeticus,gonochorous,,,TSD II
Reptilia,Sphenodontia,Sphenodontidae,Sphenodon, guntheri,gonochorous,,,TSD Ib
Reptilia,Sphenodontia,Sphenodontidae,Sphenodon, punctatus,gonochorous,,,TSD Ib
Reptilia,Squamata,Agamidae,Agama,agama,gonochorous,,,TSD II
Reptilia,Squamata,Agamidae,Agama,caucasia,gonochorous,,,TSD II
Reptilia,Squamata,Agamidae,Agama,impalearis,gonochorous,,,TSD II
Reptilia,Squamata,Agamidae,Agama,stellio,gonochorous,,,TSD II
Reptilia,Squamata,Agamidae,Amphibolurus,muricatus,gonochorous,,,TSD II
Reptilia,Squamata,Agamidae,Amphibolurus,nobbi,gonochorous,,GSD,
Reptilia,Squamata,Agamidae,Amphibolurus,norrisi,gonochorous,,GSD,
Reptilia,Squamata,Agamidae,Calotes,versicolor,gonochorous,,,TSD II
Reptilia,Squamata,Agamidae,Chlamydosaurus,kingii,gonochorous,,,TSD II
Reptilia,Squamata,Agamidae,Ctenophorus,decresii,gonochorous,,,TSD II
Reptilia,Squamata,Agamidae,Ctenophorus,fordi,gonochorous,,GSD,
Reptilia,Squamata,Agamidae,Ctenophorus,ornatus,gonochorous,,,TSD II
Reptilia,Squamata,Agamidae,Ctenophorus,pictus,gonochorous,,,TSD II
Reptilia,Squamata,Agamidae,Diporiphora,albilabris,gonochorous,,GSD,
Reptilia,Squamata,Agamidae,Diporiphora,bilineata,gonochorous,,GSD,
Reptilia,Squamata,Agamidae,Hypsilurus,spinipes,gonochorous,,GSD,
Reptilia,Squamata,Agamidae,Leiolepis,boehmei,apomictic,,,
Reptilia,Squamata,Agamidae,Leiolepis,guentherpetersi,apomictic,,,
Reptilia,Squamata,Agamidae,Leiolepis,ngovantrii,apomictic,,,
Reptilia,Squamata,Agamidae,Leiolepis,triploida,apomictic,,,
Reptilia,Squamata,Agamidae,Lophognathus,burnsi,gonochorous,,,TSD II
Reptilia,Squamata,Agamidae,Lophognathus,gilberti,gonochorous,,,TSD II
Reptilia,Squamata,Agamidae,Lophognathus,temporalis,gonochorous,,,TSD II
Reptilia,Squamata,Agamidae,Phrynocephalus,vlangalii,gonochorous,ZW,female heterogametic,
Reptilia,Squamata,Agamidae,Physignathus,lesueurii,gonochorous,,,TSD II
Reptilia,Squamata,Agamidae,Pogona,barbata,gonochorous,homomorphic,,
Reptilia,Squamata,Agamidae,Pogona,minor,gonochorous,homomorphic,,
Reptilia,Squamata,Agamidae,Pogona,vitticeps,gonochorous,ZW,female heterogametic,
Reptilia,Squamata,Agamidae,Tympanocryptis,diemensis,gonochorous,,GSD,
Reptilia,Squamata,Agamidae,Tympanocryptis,tetraporophora,gonochorous,,GSD,
Reptilia,Squamata,Anguidae,Gerrhonotus,multicarinatus,gonochorous,,,TSD
Reptilia,Squamata,Boidae,Acrantophis,dumerilii,gonochorous,ZW,female heterogametic,
Reptilia,Squamata,Boidae,Boa,constrictor,gonochorous,XY,male heterogametic,
Reptilia,Squamata,Boidae,Liasis,olivaceus,gonochorous,ZW,female heterogametic,
Reptilia,Squamata,Boidae,Morelia,amethistina,gonochorous,ZW,female heterogametic,
Reptilia,Squamata,Boidae,Morelia,boeleni,gonochorous,ZW,female heterogametic,
Reptilia,Squamata,Boidae,Sanzinia,madagascariensis,gonochorous,ZW,female heterogametic,
Reptilia,Squamata,Chamaeleonidae,Rhampholeon,boulengeri,apomictic,,,
Reptilia,Squamata,Chamaeleontidae,Chamaeleo,chamaeleon,gonochorous,,,TSD
Reptilia,Squamata,Chamaeleontidae,Chamaeleo,lateralis,gonochorous,homomorphic,,TSD
Reptilia,Squamata,Chamaeleontidae,Chamaeleo,pardalis,gonochorous,,GSD,
Reptilia,Squamata,Colubridae,Ahaetulla,nasuta,gonochorous,ZW,female heterogametic,
Reptilia,Squamata,Colubridae,Amphiesma,pryeri,gonochorous,ZW,female heterogametic,
Reptilia,Squamata,Colubridae,Amphiesma,stolatum,gonochorous,ZW,female heterogametic,
Reptilia,Squamata,Colubridae,Amphiesma,vibakari,gonochorous,ZW,female heterogametic,
Reptilia,Squamata,Colubridae,Argyrogena,fasciolata,gonochorous,ZW,female heterogametic,
Reptilia,Squamata,Colubridae,Bogertophis,subocularis,gonochorous,ZW,female heterogametic,
Reptilia,Squamata,Colubridae,Boiga,forsteni,gonochorous,ZW,female heterogametic,
Reptilia,Squamata,Colubridae,Boiga,trigonata,gonochorous,ZW,female heterogametic,
Reptilia,Squamata,Colubridae,Cerberus,rhynchops,gonochorous,ZW,female heterogametic,
Reptilia,Squamata,Colubridae,Chironius,bicarinatus,gonochorous,ZW,female heterogametic,
Reptilia,Squamata,Colubridae,Chironius,quadricarinatus,gonochorous,ZW,female heterogametic,
Reptilia,Squamata,Colubridae,Chrysopelea,ornata,gonochorous,ZW,female heterogametic,
Reptilia,Squamata,Colubridae,Clelia,clelia,gonochorous,ZW,female heterogametic,
Reptilia,Squamata,Colubridae,Clelia,clelia plumbea,gonochorous,ZW,female heterogametic,
Reptilia,Squamata,Colubridae,Dendrelaphis,punctulata,gonochorous,ZW,female heterogametic,
Reptilia,Squamata,Colubridae,Dinodon,semicarinatum,gonochorous,ZW,female heterogametic,
Reptilia,Squamata,Colubridae,Drymarchon,corais corais,gonochorous,ZW,female heterogametic,
Reptilia,Squamata,Colubridae,Drymarchon,couperi,gonochorous,ZW,female heterogametic,
Reptilia,Squamata,Colubridae,Dryophis,nasutus,gonochorous,ZW,female heterogametic,
Reptilia,Squamata,Colubridae,Elaphe,climacophora,gonochorous,ZW,female heterogametic,
Reptilia,Squamata,Colubridae,Elaphe,conspicillata,gonochorous,ZW,female heterogametic,
Reptilia,Squamata,Colubridae,Elaphe,guttata,gonochorous,ZW,female heterogametic,
Reptilia,Squamata,Colubridae,Elaphe,longissima,gonochorous,ZW,female heterogametic,
Reptilia,Squamata,Colubridae,Elaphe,obsoleta,gonochorous,ZW,female heterogametic,
Reptilia,Squamata,Colubridae,Elaphe,obsoleta lindhiemeri,gonochorous,ZW,female heterogametic,
Reptilia,Squamata,Colubridae,Elaphe,quadrivirgata,gonochorous,ZW,female heterogametic,
Reptilia,Squamata,Colubridae,Elaphe,radiata,gonochorous,ZW,female heterogametic,
Reptilia,Squamata,Colubridae,Geophis,omiltermanus,gonochorous,ZW,female heterogametic,
Reptilia,Squamata,Colubridae,Gerarda,prevostiana,gonochorous,ZW,female heterogametic,
Reptilia,Squamata,Colubridae,Hydromorphus,concolor,gonochorous,ZW,female heterogametic,
Reptilia,Squamata,Colubridae,Liophis,almadensis,gonochorous,ZW,female heterogametic,
Reptilia,Squamata,Colubridae,Liophis,miliaris,gonochorous,ZW,female heterogametic,
Reptilia,Squamata,Colubridae,Lycodon,aulicus,gonochorous,ZW,female heterogametic,
Reptilia,Squamata,Colubridae,Macropisthodon,rudis carinatus,gonochorous,ZW,female heterogametic,
Reptilia,Squamata,Colubridae,Mastigodryas,bifossatus bifossatus,gonochorous,ZW,female heterogametic,
Reptilia,Squamata,Colubridae,Natrix,maura,gonochorous,ZW,female heterogametic,
Reptilia,Squamata,Colubridae,Natrix,natrix,gonochorous,ZW,female heterogametic,
Reptilia,Squamata,Colubridae,Natrix,tesellata,gonochorous,ZW,female heterogametic,
Reptilia,Squamata,Colubridae,Natrix,tesellata tessellata,gonochorous,ZW,female heterogametic,
Reptilia,Squamata,Colubridae,Oxyrhopus,petola,gonochorous,ZW,female heterogametic,
Reptilia,Squamata,Colubridae,Philodryas,aestivus,gonochorous,ZW,female heterogametic,
Reptilia,Squamata,Colubridae,Philodryas,chamissonis,gonochorous,ZW,female heterogametic,
Reptilia,Squamata,Colubridae,Philodryas,olfersii,gonochorous,ZW,female heterogametic,
Reptilia,Squamata,Colubridae,Philodryas,patagoniensis,gonochorous,ZW,female heterogametic,
Reptilia,Squamata,Colubridae,Pseudoboa,nigra,gonochorous,ZW,female heterogametic,
Reptilia,Squamata,Colubridae,Ptyas,mucosus,gonochorous,ZW,female heterogametic,
Reptilia,Squamata,Colubridae,Rhabdophis,tigrinus tigrinus,gonochorous,ZW,female heterogametic,
Reptilia,Squamata,Colubridae,Rhachidelus,brazilii,gonochorous,ZW,female heterogametic,
Reptilia,Squamata,Colubridae,Sinonatrix,annularis,gonochorous,ZW,female heterogametic,
Reptilia,Squamata,Colubridae,Sinonatrix,percarinata,gonochorous,ZW,female heterogametic,
Reptilia,Squamata,Colubridae,Spilotes,pullatus,gonochorous,ZW,female heterogametic,
Reptilia,Squamata,Colubridae,Storeria,dekayi,gonochorous,ZW,female heterogametic,
Reptilia,Squamata,Colubridae,Thamnodynastes,hypoconia,gonochorous,ZW,female heterogametic,
Reptilia,Squamata,Colubridae,Thamnodynastes,strigatus,gonochorous,ZW,female heterogametic,
Reptilia,Squamata,Colubridae,Thamnophis,marcianus,gonochorous,ZW,female heterogametic,
Reptilia,Squamata,Colubridae,Tomodon,dorsatus,gonochorous,ZW,female heterogametic,
Reptilia,Squamata,Colubridae,Tropidodryas,serra,gonochorous,ZW,female heterogametic,
Reptilia,Squamata,Colubridae,Tropidonophis,mairii,gonochorous,ZW,female heterogametic,
Reptilia,Squamata,Colubridae,Waglerophis,merremii,gonochorous,ZW,female heterogametic,
Reptilia,Squamata,Colubridae,Xenochrophis,piscator,gonochorous,ZW,female heterogametic,
Reptilia,Squamata,Colubridae,Xenodon,neuwiedii,gonochorous,ZW,female heterogametic,
Reptilia,Squamata,Corytophanidae,Basiliscus,plumifrons,gonochorous,,GSD,
Reptilia,Squamata,Dibamidae,Dibamus,novaeguineae,gonochorous,XY,male heterogametic,
Reptilia,Squamata,Diplodactylidae,Rhacodactylus,auriculatus,gonochorous,,,TSD II
Reptilia,Squamata,Diplodactylidae,Rhacodactylus,chahoua,gonochorous,,,TSD II
Reptilia,Squamata,Diplodactylidae,Rhacodactylus,ciliatus,gonochorous,,,TSD II
Reptilia,Squamata,Diplodactylidae,Rhacodactylus,leachianus,gonochorous,,,TSD II
Reptilia,Squamata,Diplodactylidae,Rhacodactylus,sarasinorum,gonochorous,,,TSD II
Reptilia,Squamata,Elapidae,Acanthophis,antarcticus,gonochorous,ZW,female heterogametic,
Reptilia,Squamata,Elapidae,Acanthophis,praelongus,gonochorous,ZW,female heterogametic,
Reptilia,Squamata,Elapidae,Acanthophis,pyrrhus,gonochorous,ZW,female heterogametic,
Reptilia,Squamata,Elapidae,Aipysurus,fuscus,gonochorous,ZW,female heterogametic,
Reptilia,Squamata,Elapidae,Aipysurus,laevis,gonochorous,ZW,female heterogametic,
Reptilia,Squamata,Elapidae,Austrelaps,superbus,gonochorous,ZW,female heterogametic,
Reptilia,Squamata,Elapidae,Bungarus,caeruleus,gonochorous,complex ZW,female heterogametic,
Reptilia,Squamata,Elapidae,Bungarus,fasciatus,gonochorous,ZW,female heterogametic,
Reptilia,Squamata,Elapidae,Bungarus,sindanus,gonochorous,ZW,female heterogametic,
Reptilia,Squamata,Elapidae,Cacophis,squamulosus,gonochorous,ZW,female heterogametic,
Reptilia,Squamata,Elapidae,Demansia,atra,gonochorous,ZW,female heterogametic,
Reptilia,Squamata,Elapidae,Demansia,olivacea,gonochorous,ZW,female heterogametic,
Reptilia,Squamata,Elapidae,Demansia,papuensis,gonochorous,ZW,female heterogametic,
Reptilia,Squamata,Elapidae,Demansia,psammophis,gonochorous,ZW,female heterogametic,
Reptilia,Squamata,Elapidae,Demansia,torquata,gonochorous,ZW,female heterogametic,
Reptilia,Squamata,Elapidae,Dendroaspis,polylepis,gonochorous,ZW,female heterogametic,
Reptilia,Squamata,Elapidae,Denisonia,devisii,gonochorous,ZW,female heterogametic,
Reptilia,Squamata,Elapidae,Denisonia,maculata,gonochorous,ZW,female heterogametic,
Reptilia,Squamata,Elapidae,Disteira,major,gonochorous,ZW,female heterogametic,
Reptilia,Squamata,Elapidae,Drysdalia,coronoides,gonochorous,ZW,female heterogametic,
Reptilia,Squamata,Elapidae,Drysdalia,mastersii,gonochorous,ZW,female heterogametic,
Reptilia,Squamata,Elapidae,Drysdalia,rhodogaster,gonochorous,ZW,female heterogametic,
Reptilia,Squamata,Elapidae,Echiophis,curta,gonochorous,ZW,female heterogametic,
Reptilia,Squamata,Elapidae,Elapognathus,minor,gonochorous,ZW,female heterogametic,
Reptilia,Squamata,Elapidae,Emydocephalus,annulatus,gonochorous,ZW,female heterogametic,
Reptilia,Squamata,Elapidae,Enhydrina,schistosa,gonochorous,complex ZW,female heterogametic,
Reptilia,Squamata,Elapidae,Furina,diadema,gonochorous,ZW,female heterogametic,
Reptilia,Squamata,Elapidae,Hemiaspis,signata,gonochorous,ZW,female heterogametic,
Reptilia,Squamata,Elapidae,Hoplocephalus,bitorquatus,gonochorous,complex ZW,female heterogametic,
Reptilia,Squamata,Elapidae,Hydrophis,fasciatus,gonochorous,complex ZW,female heterogametic,
Reptilia,Squamata,Elapidae,Hydrophis,ornatus,gonochorous,ZW,female heterogametic,
Reptilia,Squamata,Elapidae,Hydrophis,spiralis,gonochorous,ZW,female heterogametic,
Reptilia,Squamata,Elapidae,Kerilia,jerdonii,gonochorous,ZW,female heterogametic,
Reptilia,Squamata,Elapidae,Laticauda,colubrina,gonochorous,ZW,female heterogametic,
Reptilia,Squamata,Elapidae,Laticauda,laticaudata,gonochorous,ZW,female heterogametic,
Reptilia,Squamata,Elapidae,Laticauda,semifasciata,gonochorous,ZW,female heterogametic,
Reptilia,Squamata,Elapidae,Microcephalophis,cantoris,gonochorous,ZW,female heterogametic,
Reptilia,Squamata,Elapidae,Microcephalophis,gracilis,gonochorous,complex ZW,female heterogametic,
Reptilia,Squamata,Elapidae,Micrurus,browni,gonochorous,ZW,female heterogametic,
Reptilia,Squamata,Elapidae,Micrurus,diastema,gonochorous,ZW,female heterogametic,
Reptilia,Squamata,Elapidae,Micrurus,elegans,gonochorous,ZW,female heterogametic,
Reptilia,Squamata,Elapidae,Micrurus,fulvius,gonochorous,ZW,female heterogametic,
Reptilia,Squamata,Elapidae,Micrurus,hippocrepis,gonochorous,ZW,female heterogametic,
Reptilia,Squamata,Elapidae,Micrurus,lemniscatus carvalhoi,gonochorous,ZW,female heterogametic,
Reptilia,Squamata,Elapidae,Micrurus,nigrocinctus mosquitensis,gonochorous,ZW,female heterogametic,
Reptilia,Squamata,Elapidae,Micrurus,nigrocinctus nigrocinctus,gonochorous,ZW,female heterogametic,
Reptilia,Squamata,Elapidae,Micrurus,surinamensis,gonochorous,ZW,female heterogametic,
Reptilia,Squamata,Elapidae,Naja,kaouthia,gonochorous,ZW,female heterogametic,
Reptilia,Squamata,Elapidae,Naja,melanoleuca,gonochorous,ZW,female heterogametic,
Reptilia,Squamata,Elapidae,Naja,naja naja,gonochorous,ZW,female heterogametic,
Reptilia,Squamata,Elapidae,Naja,nigricollis,gonochorous,ZW,female heterogametic,
Reptilia,Squamata,Elapidae,Naja,oxiana,gonochorous,ZW,female heterogametic,
Reptilia,Squamata,Elapidae,Notechis,ater,gonochorous,ZW,female heterogametic,
Reptilia,Squamata,Elapidae,Notechis,scutatus,gonochorous,ZW,female heterogametic,
Reptilia,Squamata,Elapidae,Oxyuranus,scutellatus,gonochorous,ZW,female heterogametic,
Reptilia,Squamata,Elapidae,Pelamis,platura,gonochorous,ZW,female heterogametic,
Reptilia,Squamata,Elapidae,Pseudechis,australis,gonochorous,ZW,female heterogametic,
Reptilia,Squamata,Elapidae,Pseudechis,butleri,gonochorous,ZW,female heterogametic,
Reptilia,Squamata,Elapidae,Pseudechis,guttatus,gonochorous,ZW,female heterogametic,
Reptilia,Squamata,Elapidae,Pseudechis,porphyriacus,gonochorous,ZW,female heterogametic,
Reptilia,Squamata,Elapidae,Pseudonaja,affinis,gonochorous,ZW,female heterogametic,
Reptilia,Squamata,Elapidae,Pseudonaja,nuchalis,gonochorous,ZW,female heterogametic,
Reptilia,Squamata,Elapidae,Pseudonaja,textilis,gonochorous,ZW,female heterogametic,
Reptilia,Squamata,Elapidae,Rhinoplocephalus,boschmai,gonochorous,ZW,female heterogametic,
Reptilia,Squamata,Elapidae,Rhinoplocephalus,nigrescens,gonochorous,complex ZW,female heterogametic,
Reptilia,Squamata,Elapidae,Rhinoplocephalus,nigrostriatus,gonochorous,ZW,female heterogametic,
Reptilia,Squamata,Elapidae,Simoselaps,bertholdi,gonochorous,ZW,female heterogametic,
Reptilia,Squamata,Elapidae,Simoselaps,warro,gonochorous,ZW,female heterogametic,
Reptilia,Squamata,Elapidae,Suta,dwyeri,gonochorous,ZW,female heterogametic,
Reptilia,Squamata,Elapidae,Suta,flagellum,gonochorous,ZW,female heterogametic,
Reptilia,Squamata,Elapidae,Suta,gouldii,gonochorous,ZW,female heterogametic,
Reptilia,Squamata,Elapidae,Suta,monachus,gonochorous,ZW,female heterogametic,
Reptilia,Squamata,Elapidae,Suta,nigriceps,gonochorous,ZW,female heterogametic,
Reptilia,Squamata,Elapidae,Suta,punctata,gonochorous,ZW,female heterogametic,
Reptilia,Squamata,Elapidae,Suta,suta,gonochorous,ZW,female heterogametic,
Reptilia,Squamata,Elapidae,Tropidechis,carinatus,gonochorous,ZW,female heterogametic,
Reptilia,Squamata,Eublepharidae,Coleonyx,brevis,gonochorous,homomorphic,,
Reptilia,Squamata,Eublepharidae,Coleonyx,elegans,gonochorous,,GSD,
Reptilia,Squamata,Eublepharidae,Coleonyx,mitratus,gonochorous,,GSD,
Reptilia,Squamata,Eublepharidae,Coleonyx,variegatus,gonochorous,homomorphic,,
Reptilia,Squamata,Eublepharidae,Eublepharis,macularius,gonochorous,,,TSD II
Reptilia,Squamata,Eublepharidae,Hemitheconyx,caudicinctus,gonochorous,,,TSD II
Reptilia,Squamata,Gekkonidae,Christinus,marmoratus,gonochorous,ZW,female heterogametic,
Reptilia,Squamata,Gekkonidae,Gehyra,australis,gonochorous,ZW,female heterogametic,
Reptilia,Squamata,Gekkonidae,Gehyra,nana,gonochorous,,GSD,
Reptilia,Squamata,Gekkonidae,Gehyra,purpurascens,gonochorous,,GSD,
Reptilia,Squamata,Gekkonidae,Gehyra,variegata,apomictic,,,
Reptilia,Squamata,Gekkonidae,Gekko,gekko,gonochorous,XY,male heterogametic,
Reptilia,Squamata,Gekkonidae,Gekko,hokouensis,gonochorous,ZW,female heterogametic,
Reptilia,Squamata,Gekkonidae,Gekko,japonicus,gonochorous,XY,male heterogametic,TSD II
Reptilia,Squamata,Gekkonidae,Gonatodes,ceciliae,gonochorous,XY,male heterogametic,
Reptilia,Squamata,Gekkonidae,Gonatodes,vittatus,gonochorous,,GSD,
Reptilia,Squamata,Gekkonidae,Hemidactylus,garnotii,apomictic,,,
Reptilia,Squamata,Gekkonidae,Hemidactylus,karenorum,apomictic,,,
Reptilia,Squamata,Gekkonidae,Hemidactylus,mabouia,gonochorous,,GSD,
Reptilia,Squamata,Gekkonidae,Hemidactylus,sp.,apomictic,,,
Reptilia,Squamata,Gekkonidae,Hemidactylus,stejnegeri,apomictic,,,
Reptilia,Squamata,Gekkonidae,Hemidactylus,vietnamensis,apomictic,ZW,female heterogametic,
Reptilia,Squamata,Gekkonidae,Heteronotia,binoei-1,apomictic,ZW,female heterogametic,
Reptilia,Squamata,Gekkonidae,Heteronotia,binoei-2,gonochorous,ZW,female heterogametic,
Reptilia,Squamata,Gekkonidae,Lepidodactylus,lugubris,apomictic,ZW,female heterogametic,
Reptilia,Squamata,Gekkonidae,Nactus,arnouxii-1,apomictic,,,
Reptilia,Squamata,Gekkonidae,Nactus,arnouxii-2,gonochorous,,,
Reptilia,Squamata,Gekkonidae,Phelsuma,abbotti,gonochorous,,,TSD II
Reptilia,Squamata,Gekkonidae,Phelsuma,cepediana,gonochorous,,GSD,
Reptilia,Squamata,Gekkonidae,Phelsuma,dubia,gonochorous,,,TSD II
Reptilia,Squamata,Gekkonidae,Phelsuma,guentheri,gonochorous,,,TSD II
Reptilia,Squamata,Gekkonidae,Phelsuma,guimbeaui,gonochorous,,,TSD II
Reptilia,Squamata,Gekkonidae,Phelsuma,guimbeaui guimbeaui,gonochorous,,,TSD II
